State,County,Year,Unemployment,Median household income,Adult obesity,Poor mental health days,Premature death
IL,Vermilion County,1/1/2015,0.116,44085,0.343,3.9,8656.0
IL,Warren County,1/1/2014,0.075,43045,0.304,3.2,6656.0
IL,Warren County,1/1/2015,0.079,45770,0.316,3.2,5341.0
IL,Washington County,1/1/2014,0.069,54564,0.32,2.5,6537.0
IL,Washington County,1/1/2015,0.068,53967,0.318,2.5,7425.0
IL,Whiteside County,1/1/2014,0.093,45818,0.282,2.2,6666.0
IL,Whiteside County,1/1/2015,0.095,50489,0.266,2.2,6518.0
IL,Will County,1/1/2014,0.09,72395,0.33,3.2,5513.0
IL,Will County,1/1/2015,0.094,74669,0.29,3.2,5271.0
IL,Williamson County,1/1/2014,0.083,41033,0.302,3.3,8475.0
IL,Williamson County,1/1/2015,0.089,44041,0.345,3.3,7994.0
IL,Winnebago County,1/1/2014,0.114,49060,0.291,3.5,7691.0
IL,Winnebago County,1/1/2015,0.116,47214,0.294,3.5,7650.0
IL,Woodford County,1/1/2014,0.065,69806,0.303,2.1,5057.0
IL,Woodford County,1/1/2015,0.076,67036,0.3,2.1,4773.0
IN,Adams County,1/1/2014,0.078,42944,0.304,2.8,6806.0
IN,Adams County,1/1/2015,0.066,48001,0.287,2.8,7029.0
IN,Allen County,1/1/2014,0.083,48795,0.322,3.3,7044.0
IN,Allen County,1/1/2015,0.073,45587,0.326,3.3,6800.0
IN,Bartholomew County,1/1/2014,0.064,53475,0.32,3.0,7136.0
IN,Bartholomew County,1/1/2015,0.059,54341,0.339,3.0,7412.0
IN,Benton County,1/1/2014,0.084,48692,0.328,2.6,8519.0
IN,Benton County,1/1/2015,0.075,49318,0.336,2.6,8084.0
IN,Blackford County,1/1/2014,0.106,38927,0.335,5.0,9959.0
IN,Blackford County,1/1/2015,0.089,39373,0.365,5.0,8987.0
IN,Boone County,1/1/2014,0.067,69919,0.278,2.8,5695.0
IN,Boone County,1/1/2015,0.061,68047,0.272,2.8,5630.0
IN,Brown County,1/1/2014,0.079,49837,0.294,2.5,6792.0
IN,Brown County,1/1/2015,0.072,51074,0.319,2.5,7292.0
IN,Carroll County,1/1/2014,0.075,51038,0.336,3.3,7093.0
IN,Carroll County,1/1/2015,0.071,52587,0.306,3.3,5937.0
IN,Cass County,1/1/2014,0.087,40809,0.345,3.6,8398.0
IN,Cass County,1/1/2015,0.076,41611,0.347,3.6,7211.0
IN,Clark County,1/1/2014,0.078,49164,0.318,4.8,7636.0
IN,Clark County,1/1/2015,0.071,50296,0.297,4.8,8082.0
IN,Clay County,1/1/2014,0.101,44230,0.378,2.3,7719.0
IN,Clay County,1/1/2015,0.087,47030,0.363,2.3,8230.0
IN,Clinton County,1/1/2014,0.081,47748,0.294,4.1,6717.0
IN,Clinton County,1/1/2015,0.071,47279,0.294,4.1,8115.0
IN,Crawford County,1/1/2014,0.1,39534,0.384,4.2,10583.0
IN,Crawford County,1/1/2015,0.092,38014,0.374,4.2,9590.0
IN,Daviess County,1/1/2014,0.061,44689,0.314,3.8,7471.0
IN,Daviess County,1/1/2015,0.055,45578,0.321,3.8,7706.0
IN,De Kalb County,1/1/2014,0.089,48116,0.29,3.4,6947.0
IN,De Kalb County,1/1/2015,0.073,50279,0.27,3.4,7528.0
IN,Dearborn County,1/1/2014,0.085,57465,0.339,3.4,6980.0
IN,Dearborn County,1/1/2015,0.078,55077,0.317,3.4,7241.0
IN,Decatur County,1/1/2014,0.088,47387,0.286,4.7,6737.0
IN,Decatur County,1/1/2015,0.071,47666,0.296,4.7,7480.0
IN,Delaware County,1/1/2014,0.095,37339,0.332,4.9,8465.0
IN,Delaware County,1/1/2015,0.087,37116,0.334,4.9,8839.0
IN,Dubois County,1/1/2014,0.058,53814,0.341,1.8,6210.0
IN,Dubois County,1/1/2015,0.053,55606,0.299,1.8,6334.0
IN,Elkhart County,1/1/2014,0.096,45806,0.295,3.6,6278.0
IN,Elkhart County,1/1/2015,0.076,46123,0.299,3.6,6524.0
IN,Fayette County,1/1/2014,0.115,39998,0.344,6.7,10848.0
IN,Fayette County,1/1/2015,0.103,40212,0.31,6.7,11049.0
IN,Floyd County,1/1/2014,0.076,53367,0.295,3.7,7953.0
IN,Floyd County,1/1/2015,0.069,55844,0.307,3.7,7715.0
IN,Fountain County,1/1/2014,0.087,47905,0.306,3.4,8169.0
IN,Fountain County,1/1/2015,0.097,42732,0.306,3.4,9848.0
IN,Franklin County,1/1/2014,0.083,45992,0.286,3.1,6012.0
IN,Franklin County,1/1/2015,0.079,53538,0.275,3.1,7276.0
IN,Fulton County,1/1/2014,0.086,44300,0.316,4.0,8261.0
IN,Fulton County,1/1/2015,0.082,44337,0.354,4.0,9018.0
IN,Gibson County,1/1/2014,0.074,49320,0.292,4.2,6942.0
IN,Gibson County,1/1/2015,0.064,48579,0.31,4.2,6982.0
IN,Grant County,1/1/2014,0.099,39151,0.317,4.3,8769.0
IN,Grant County,1/1/2015,0.088,39325,0.331,4.3,9505.0
IN,Greene County,1/1/2014,0.093,42684,0.331,3.4,9378.0
IN,Greene County,1/1/2015,0.085,43786,0.341,3.4,9140.0
IN,Hamilton County,1/1/2014,0.058,88429,0.22,2.4,4047.0
IN,Hamilton County,1/1/2015,0.053,84022,0.229,2.4,3931.0
IN,Hancock County,1/1/2014,0.071,66131,0.288,4.0,6189.0
IN,Hancock County,1/1/2015,0.064,67738,0.296,4.0,6429.0
IN,Harrison County,1/1/2014,0.075,50704,0.31,4.0,6896.0
IN,Harrison County,1/1/2015,0.07,50321,0.34,4.0,8141.0
IN,Hendricks County,1/1/2014,0.066,70886,0.318,2.7,5072.0
IN,Hendricks County,1/1/2015,0.059,68575,0.321,2.7,5000.0
IN,Henry County,1/1/2014,0.099,41565,0.297,3.9,9298.0
IN,Henry County,1/1/2015,0.086,42133,0.305,3.9,8988.0
IN,Howard County,1/1/2014,0.092,42148,0.378,4.9,8019.0
IN,Howard County,1/1/2015,0.082,45211,0.355,4.9,8035.0
IN,Huntington County,1/1/2014,0.084,43552,0.348,3.0,6452.0
IN,Huntington County,1/1/2015,0.073,44828,0.327,3.0,7025.0
IN,Jackson County,1/1/2014,0.072,46573,0.316,4.1,8404.0
IN,Jackson County,1/1/2015,0.062,49614,0.377,4.1,9016.0
IN,Jasper County,1/1/2014,0.085,54092,0.335,4.6,8011.0
IN,Jasper County,1/1/2015,0.082,53757,0.325,4.6,8099.0
IN,Jay County,1/1/2014,0.073,42410,0.346,4.0,7666.0
IN,Jay County,1/1/2015,0.069,41847,0.347,4.0,8758.0
IN,Jefferson County,1/1/2014,0.082,43104,0.318,4.8,7388.0
IN,Jefferson County,1/1/2015,0.073,44569,0.337,4.8,7620.0
IN,Jennings County,1/1/2014,0.101,46023,0.284,5.1,10175.0
IN,Jennings County,1/1/2015,0.088,44554,0.319,5.1,9740.0
IN,Johnson County,1/1/2014,0.07,61671,0.291,3.2,6432.0
IN,Johnson County,1/1/2015,0.062,58936,0.307,3.2,6205.0
IN,Knox County,1/1/2014,0.067,41356,0.331,5.3,8769.0
IN,Knox County,1/1/2015,0.062,44091,0.343,5.3,8130.0
IN,Kosciusko County,1/1/2014,0.074,50153,0.308,3.2,6992.0
IN,Kosciusko County,1/1/2015,0.062,51603,0.313,3.2,7316.0
IN,La Porte County,1/1/2014,0.1,46127,0.318,3.5,8541.0
IN,La Porte County,1/1/2015,0.094,46610,0.339,3.5,8893.0
IN,Lagrange County,1/1/2014,0.079,47870,0.327,3.7,5865.0
IN,Lagrange County,1/1/2015,0.063,51810,0.338,3.7,5981.0
IN,Lake County,1/1/2014,0.095,48015,0.359,3.5,8810.0
IN,Lake County,1/1/2015,0.092,48341,0.354,3.5,8415.0
IN,Lawrence County,1/1/2014,0.107,39447,0.293,4.0,9210.0
IN,Lawrence County,1/1/2015,0.097,44435,0.344,4.0,8828.0
IN,Madison County,1/1/2014,0.097,42707,0.373,4.8,8964.0
IN,Madison County,1/1/2015,0.09,41117,0.352,4.8,9012.0
IN,Marion County,1/1/2014,0.087,41586,0.319,3.8,9042.0
IN,Marion County,1/1/2015,0.077,41478,0.313,3.8,8637.0
IN,Marshall County,1/1/2014,0.089,46129,0.314,3.1,7122.0
IN,Marshall County,1/1/2015,0.078,45855,0.322,3.1,6765.0
IN,Miami County,1/1/2014,0.103,43608,0.33,4.0,7487.0
IN,Miami County,1/1/2015,0.093,43694,0.334,4.0,7247.0
IN,Monroe County,1/1/2014,0.069,39309,0.253,3.8,5586.0
IN,Monroe County,1/1/2015,0.064,42404,0.228,3.8,6029.0
IN,Montgomery County,1/1/2014,0.084,45404,0.312,4.0,7156.0
IN,Montgomery County,1/1/2015,0.072,50889,0.346,4.0,7953.0
IN,Morgan County,1/1/2014,0.081,52886,0.332,2.7,7391.0
IN,Morgan County,1/1/2015,0.071,56491,0.336,2.7,7988.0
IN,Newton County,1/1/2014,0.098,50129,0.341,5.0,7533.0
IN,Newton County,1/1/2015,0.084,53715,0.357,5.0,9038.0
IN,Noble County,1/1/2014,0.092,44192,0.339,3.9,6950.0
IN,Noble County,1/1/2015,0.076,48789,0.346,3.9,7494.0
IN,Orange County,1/1/2014,0.095,38651,0.312,6.2,8928.0
IN,Orange County,1/1/2015,0.082,39411,0.317,6.2,8222.0
IN,Owen County,1/1/2014,0.096,41106,0.368,3.6,7917.0
IN,Owen County,1/1/2015,0.085,42994,0.345,3.6,7626.0
IN,Parke County,1/1/2014,0.098,41311,0.293,3.4,7977.0
IN,Parke County,1/1/2015,0.086,41964,0.286,3.4,7685.0
IN,Perry County,1/1/2014,0.079,42942,0.321,4.3,7404.0
IN,Perry County,1/1/2015,0.073,45722,0.308,4.3,7889.0
IN,Porter County,1/1/2014,0.077,63879,0.293,3.4,6617.0
IN,Porter County,1/1/2015,0.074,64530,0.308,3.4,6123.0
IN,Posey County,1/1/2014,0.072,61587,0.316,2.3,6287.0
IN,Posey County,1/1/2015,0.065,58477,0.313,2.3,6488.0
IN,Pulaski County,1/1/2014,0.07,41818,0.345,3.0,9045.0
IN,Pulaski County,1/1/2015,0.063,44821,0.347,3.0,7866.0
IN,Putnam County,1/1/2014,0.091,47161,0.323,2.8,6491.0
IN,Putnam County,1/1/2015,0.077,51052,0.306,2.8,7621.0
IN,Randolph County,1/1/2014,0.097,40656,0.348,3.6,6926.0
IN,Randolph County,1/1/2015,0.086,41057,0.328,3.6,7617.0
IN,Ripley County,1/1/2014,0.09,48227,0.318,4.0,7050.0
IN,Ripley County,1/1/2015,0.086,47495,0.311,4.0,7145.0
IN,Rush County,1/1/2014,0.079,44979,0.324,3.0,9158.0
IN,Rush County,1/1/2015,0.066,46910,0.309,3.0,8496.0
IN,Scott County,1/1/2014,0.098,40299,0.285,4.0,11137.0
IN,Scott County,1/1/2015,0.08,43650,0.295,4.0,13579.0
IN,Shelby County,1/1/2014,0.078,49965,0.338,4.5,7529.0
IN,Shelby County,1/1/2015,0.067,49657,0.308,4.5,7707.0
IN,Spencer County,1/1/2014,0.077,55824,0.304,3.2,5970.0
IN,Spencer County,1/1/2015,0.069,50533,0.303,3.2,7195.0
IN,St. Joseph County,1/1/2014,0.097,45248,0.287,3.4,7377.0
IN,St. Joseph County,1/1/2015,0.088,40978,0.286,3.4,7424.0
IN,Starke County,1/1/2014,0.104,41700,0.35,4.8,11001.0
IN,Starke County,1/1/2015,0.091,39552,0.347,4.8,11783.0
IN,Steuben County,1/1/2014,0.089,46412,0.327,3.7,6540.0
IN,Steuben County,1/1/2015,0.075,46275,0.332,3.7,6062.0
IN,Sullivan County,1/1/2014,0.111,41223,0.315,4.0,9946.0
IN,Sullivan County,1/1/2015,0.101,41978,0.308,4.0,10182.0
IN,Switzerland County,1/1/2014,0.069,42497,0.279,3.7,9165.0
IN,Switzerland County,1/1/2015,0.065,43243,0.315,3.7,9247.0
IN,Tippecanoe County,1/1/2014,0.074,43529,0.271,3.9,5826.0
IN,Tippecanoe County,1/1/2015,0.068,47808,0.255,3.9,6380.0
IN,Tipton County,1/1/2014,0.093,53917,0.321,3.5,7539.0
IN,Tipton County,1/1/2015,0.077,53185,0.332,3.5,7860.0
IN,Union County,1/1/2014,0.086,44796,0.332,2.9,9000.0
IN,Union County,1/1/2015,0.075,45411,0.334,2.9,7770.0
IN,Vanderburgh County,1/1/2014,0.076,41784,0.324,4.2,8010.0
IN,Vanderburgh County,1/1/2015,0.07,42014,0.332,4.2,8100.0
IN,Vermillion County,1/1/2014,0.112,42709,0.283,3.6,9682.0
IN,Vermillion County,1/1/2015,0.106,40813,0.312,3.6,9043.0
IN,Vigo County,1/1/2014,0.1,40091,0.32,4.6,8524.0
IN,Vigo County,1/1/2015,0.095,39014,0.315,4.6,8646.0
IN,Wabash County,1/1/2014,0.086,45849,0.368,2.9,8580.0
IN,Wabash County,1/1/2015,0.073,45833,0.33,2.9,8538.0
IN,Warren County,1/1/2014,0.065,53781,0.285,3.7,6419.0
IN,Warren County,1/1/2015,0.076,53623,0.291,3.7,5327.0
IN,Warrick County,1/1/2014,0.068,60551,0.324,4.1,5705.0
IN,Warrick County,1/1/2015,0.062,61820,0.297,4.1,5694.0
IN,Washington County,1/1/2014,0.086,41598,0.305,3.9,8954.0
IN,Washington County,1/1/2015,0.084,43981,0.288,3.9,10892.0
IN,Wayne County,1/1/2014,0.103,35220,0.282,4.6,8063.0
IN,Wayne County,1/1/2015,0.088,36623,0.276,4.6,8245.0
IN,Wells County,1/1/2014,0.074,49264,0.286,3.4,5041.0
IN,Wells County,1/1/2015,0.065,49452,0.292,3.4,6271.0
IN,White County,1/1/2014,0.081,48274,0.346,3.3,7798.0
IN,White County,1/1/2015,0.071,48581,0.32,3.3,7493.0
IN,Whitley County,1/1/2014,0.079,52081,0.337,2.0,5968.0
IN,Whitley County,1/1/2015,0.068,52673,0.326,2.0,6347.0
KS,Allen County,1/1/2014,0.064,37952,0.34,2.9,8766.0
KS,Allen County,1/1/2015,0.055,40073,0.344,2.9,9491.0
KS,Anderson County,1/1/2014,0.066,42424,0.316,3.3,7147.0
KS,Anderson County,1/1/2015,0.06,42386,0.311,3.3,7348.0
KS,Atchison County,1/1/2014,0.068,43253,0.32,3.0,7115.0
KS,Atchison County,1/1/2015,0.077,44180,0.304,3.0,8113.0
KS,Barber County,1/1/2014,0.037,47811,0.349,1.2,5522.0
KS,Barber County,1/1/2015,0.038,50097,0.342,1.2,8191.0
KS,Barton County,1/1/2014,0.042,43371,0.344,3.1,7511.0
KS,Barton County,1/1/2015,0.038,42464,0.359,3.1,9348.0
KS,Bourbon County,1/1/2014,0.063,37057,0.378,4.7,7899.0
KS,Bourbon County,1/1/2015,0.053,35990,0.382,4.7,8848.0
KS,Brown County,1/1/2014,0.05,42256,0.343,1.6,10354.0
KS,Brown County,1/1/2015,0.049,41426,0.315,1.6,10638.0
KS,Butler County,1/1/2014,0.066,58031,0.333,3.2,6996.0
KS,Butler County,1/1/2015,0.059,56456,0.319,3.2,6569.0
KS,Cherokee County,1/1/2014,0.073,39938,0.372,3.3,10147.0
KS,Cherokee County,1/1/2015,0.061,40310,0.391,3.3,11651.0
KS,Clay County,1/1/2014,0.044,47736,0.317,2.2,8271.0
KS,Clay County,1/1/2015,0.043,48178,0.343,2.2,6451.0
KS,Cloud County,1/1/2014,0.039,40184,0.327,2.9,8754.0
KS,Cloud County,1/1/2015,0.034,40663,0.335,2.9,8151.0
KS,Coffey County,1/1/2014,0.06,50826,0.352,2.0,8118.0
KS,Coffey County,1/1/2015,0.052,53487,0.326,2.0,10943.0
KS,Cowley County,1/1/2014,0.057,37436,0.342,3.1,8438.0
KS,Cowley County,1/1/2015,0.055,42341,0.369,3.1,9014.0
KS,Crawford County,1/1/2014,0.063,35365,0.357,3.2,8059.0
KS,Crawford County,1/1/2015,0.056,36958,0.364,3.2,7705.0
KS,Dickinson County,1/1/2014,0.055,47962,0.337,2.8,6536.0
KS,Dickinson County,1/1/2015,0.056,49033,0.326,2.8,7444.0
KS,Doniphan County,1/1/2014,0.061,44524,0.346,3.6,5780.0
KS,Doniphan County,1/1/2015,0.055,46338,0.348,3.6,5503.0
KS,Douglas County,1/1/2014,0.053,48813,0.251,2.6,4984.0
KS,Douglas County,1/1/2015,0.051,51221,0.245,2.6,4826.0
KS,Ellis County,1/1/2014,0.031,45969,0.294,2.0,5569.0
KS,Ellis County,1/1/2015,0.028,47454,0.301,2.0,5690.0
KS,Ellsworth County,1/1/2014,0.033,48874,0.34,2.1,6519.0
KS,Ellsworth County,1/1/2015,0.033,48030,0.336,2.1,6636.0
KS,Finney County,1/1/2014,0.044,46496,0.332,2.8,6376.0
KS,Finney County,1/1/2015,0.044,46984,0.324,2.8,6564.0
KS,Ford County,1/1/2014,0.036,46668,0.343,2.2,6769.0
KS,Ford County,1/1/2015,0.038,46444,0.333,2.2,6739.0
KS,Franklin County,1/1/2014,0.076,48895,0.333,2.7,7275.0
KS,Franklin County,1/1/2015,0.065,48297,0.336,2.7,7200.0
KS,Geary County,1/1/2014,0.068,46008,0.3,2.9,9347.0
KS,Geary County,1/1/2015,0.069,41048,0.326,2.9,8199.0
KS,Grant County,1/1/2014,0.038,53369,0.335,2.4,6877.0
KS,Grant County,1/1/2015,0.036,54952,0.34,2.4,5636.0
KS,Gray County,1/1/2014,0.03,55780,0.29,2.3,6259.0
KS,Gray County,1/1/2015,0.029,56615,0.291,2.3,4543.0
KS,Greenwood County,1/1/2014,0.055,41382,0.335,4.0,9268.0
KS,Greenwood County,1/1/2015,0.054,35803,0.34,4.0,11244.0
KS,Harper County,1/1/2014,0.037,41399,0.288,1.8,7950.0
KS,Harper County,1/1/2015,0.035,43066,0.321,1.8,9478.0
KS,Harvey County,1/1/2014,0.056,49624,0.325,2.3,6836.0
KS,Harvey County,1/1/2015,0.051,54135,0.338,2.3,6688.0
KS,Jackson County,1/1/2014,0.064,50943,0.357,3.1,7919.0
KS,Jackson County,1/1/2015,0.056,50661,0.368,3.1,6709.0
KS,Jefferson County,1/1/2014,0.064,55057,0.339,3.0,6428.0
KS,Jefferson County,1/1/2015,0.065,54890,0.33,3.0,8661.0
KS,Jewell County,1/1/2014,0.035,34195,0.338,1.7,6820.0
KS,Jewell County,1/1/2015,0.029,41924,0.317,1.7,5517.0
KS,Johnson County,1/1/2014,0.05,73712,0.232,2.4,4586.0
KS,Johnson County,1/1/2015,0.047,74135,0.23,2.4,4250.0
KS,Kearny County,1/1/2015,0.036,54399,0.313,2.3,11211.0
KS,Kingman County,1/1/2014,0.048,49431,0.309,2.0,5624.0
KS,Kingman County,1/1/2015,0.044,51281,0.306,2.0,7491.0
KS,Labette County,1/1/2014,0.08,36715,0.341,3.5,9409.0
KS,Labette County,1/1/2015,0.075,38542,0.344,3.5,10715.0
KS,Leavenworth County,1/1/2014,0.069,59662,0.315,2.3,6388.0
KS,Leavenworth County,1/1/2015,0.066,65424,0.311,2.3,6440.0
KS,Linn County,1/1/2014,0.087,43726,0.337,3.3,8596.0
KS,Linn County,1/1/2015,0.076,44036,0.35,3.3,6801.0
KS,Logan County,1/1/2014,0.03,45933,0.321,3.8,11813.0
KS,Logan County,1/1/2015,0.029,46375,0.319,3.8,7129.0
KS,Lyon County,1/1/2014,0.055,39195,0.323,2.7,6018.0
KS,Lyon County,1/1/2015,0.069,39483,0.324,2.7,7426.0
KS,Marion County,1/1/2014,0.05,45243,0.311,2.6,6626.0
KS,Marion County,1/1/2015,0.047,45319,0.321,2.6,5795.0
KS,Marshall County,1/1/2014,0.04,44693,0.33,2.3,6523.0
KS,Marshall County,1/1/2015,0.039,50087,0.339,2.3,6415.0
KS,McPherson County,1/1/2014,0.04,53969,0.303,2.2,6300.0
KS,McPherson County,1/1/2015,0.039,52734,0.307,2.2,6664.0
KS,Meade County,1/1/2014,0.033,50863,0.313,3.2,6147.0
KS,Meade County,1/1/2015,0.034,53942,0.29,3.2,6673.0
KS,Miami County,1/1/2014,0.063,64629,0.307,2.6,6537.0
KS,Miami County,1/1/2015,0.057,59706,0.35,2.6,7029.0
KS,Mitchell County,1/1/2014,0.031,46204,0.289,1.2,7818.0
KS,Mitchell County,1/1/2015,0.031,46181,0.29,1.2,6819.0
KS,Montgomery County,1/1/2014,0.077,39553,0.338,3.4,9138.0
KS,Montgomery County,1/1/2015,0.069,39045,0.351,3.4,8699.0
KS,Nemaha County,1/1/2014,0.035,50077,0.293,2.3,6787.0
KS,Nemaha County,1/1/2015,0.034,50006,0.322,2.3,6312.0
KS,Neosho County,1/1/2014,0.072,40541,0.342,3.0,10358.0
KS,Neosho County,1/1/2015,0.069,41877,0.325,3.0,7954.0
KS,Ness County,1/1/2014,0.028,49541,0.287,2.7,7688.0
KS,Ness County,1/1/2015,0.028,49432,0.303,2.7,6216.0
KS,Norton County,1/1/2014,0.037,42202,0.339,2.6,7874.0
KS,Norton County,1/1/2015,0.035,42389,0.354,2.6,6529.0
KS,Osage County,1/1/2014,0.071,46706,0.36,3.0,8403.0
KS,Osage County,1/1/2015,0.07,48991,0.387,3.0,6791.0
KS,Ottawa County,1/1/2014,0.051,48266,0.327,1.6,5692.0
KS,Ottawa County,1/1/2015,0.045,52041,0.326,1.6,6888.0
KS,Pawnee County,1/1/2014,0.042,43901,0.346,3.0,8553.0
KS,Pawnee County,1/1/2015,0.044,45331,0.327,3.0,8162.0
KS,Phillips County,1/1/2014,0.042,43519,0.315,2.5,6774.0
KS,Phillips County,1/1/2015,0.042,44080,0.328,2.5,7791.0
KS,Pottawatomie County,1/1/2014,0.048,56891,0.319,2.4,5346.0
KS,Pottawatomie County,1/1/2015,0.051,59856,0.32,2.4,5246.0
KS,Pratt County,1/1/2014,0.04,47220,0.311,2.0,7429.0
KS,Pratt County,1/1/2015,0.036,50970,0.312,2.0,9498.0
KS,Reno County,1/1/2014,0.052,43094,0.322,3.1,7495.0
KS,Reno County,1/1/2015,0.052,44099,0.334,3.1,8102.0
KS,Rice County,1/1/2014,0.04,44833,0.356,3.1,7374.0
KS,Rice County,1/1/2015,0.039,45389,0.309,3.1,7119.0
KS,Riley County,1/1/2014,0.045,43574,0.265,2.8,4974.0
KS,Riley County,1/1/2015,0.045,46267,0.267,2.8,4492.0
KS,Rooks County,1/1/2014,0.047,41363,0.305,2.8,6544.0
KS,Rooks County,1/1/2015,0.043,40870,0.303,2.8,9727.0
KS,Russell County,1/1/2014,0.042,36614,0.313,3.3,7724.0
KS,Russell County,1/1/2015,0.043,39520,0.315,3.3,9940.0
KS,Saline County,1/1/2014,0.058,45225,0.319,3.4,7059.0
KS,Saline County,1/1/2015,0.052,48505,0.317,3.4,7634.0
KS,Scott County,1/1/2014,0.029,51245,0.295,2.4,8103.0
KS,Scott County,1/1/2015,0.028,51013,0.309,2.4,11840.0
KS,Sedgwick County,1/1/2014,0.069,47649,0.3,3.2,7590.0
KS,Sedgwick County,1/1/2015,0.064,48671,0.294,3.2,7479.0
KS,Seward County,1/1/2014,0.04,47801,0.344,2.3,7900.0
KS,Seward County,1/1/2015,0.041,45349,0.328,2.3,6163.0
KS,Shawnee County,1/1/2014,0.062,48122,0.326,3.1,7769.0
KS,Shawnee County,1/1/2015,0.059,50042,0.325,3.1,7726.0
KS,Sherman County,1/1/2014,0.031,39160,0.324,1.9,6109.0
KS,Sherman County,1/1/2015,0.033,38025,0.323,1.9,7460.0
KS,Stevens County,1/1/2014,0.041,53045,0.337,1.1,6840.0
KS,Stevens County,1/1/2015,0.037,57483,0.34,1.1,6414.0
KS,Sumner County,1/1/2014,0.064,49535,0.367,3.3,8028.0
KS,Sumner County,1/1/2015,0.06,50844,0.361,3.3,9034.0
KS,Thomas County,1/1/2014,0.037,48982,0.295,2.5,9364.0
KS,Thomas County,1/1/2015,0.036,47654,0.309,2.5,4203.0
KS,Trego County,1/1/2014,0.034,46693,0.331,3.6,5764.0
KS,Trego County,1/1/2015,0.03,43668,0.32,3.6,8596.0
KS,Wabaunsee County,1/1/2014,0.054,54375,0.343,2.8,5650.0
KS,Wabaunsee County,1/1/2015,0.054,54414,0.318,2.8,7413.0
KS,Wilson County,1/1/2014,0.086,36879,0.34,3.7,7737.0
KS,Wilson County,1/1/2015,0.079,41073,0.349,3.7,9022.0
KS,Woodson County,1/1/2014,0.063,32681,0.293,6.4,17214.0
KS,Woodson County,1/1/2015,0.065,40971,0.283,6.4,11683.0
KS,Wyandotte County,1/1/2014,0.086,37780,0.393,4.0,10125.0
KS,Wyandotte County,1/1/2015,0.083,38728,0.386,4.0,9644.0
KY,Adair County,1/1/2014,0.077,31032,0.339,5.0,7968.0
KY,Adair County,1/1/2015,0.083,31710,0.334,5.0,7301.0
KY,Allen County,1/1/2014,0.087,37770,0.338,6.0,9981.0
KY,Allen County,1/1/2015,0.084,39798,0.319,6.0,9931.0
KY,Anderson County,1/1/2014,0.074,54704,0.34,2.4,7354.0
KY,Anderson County,1/1/2015,0.071,52852,0.333,2.4,8278.0
KY,Ballard County,1/1/2014,0.085,41947,0.343,5.6,9387.0
KY,Ballard County,1/1/2015,0.088,42712,0.339,5.6,9117.0
KY,Barren County,1/1/2014,0.081,37211,0.314,4.0,8499.0
KY,Barren County,1/1/2015,0.082,38370,0.308,4.0,8136.0
KY,Bath County,1/1/2014,0.101,31964,0.344,5.1,13081.0
KY,Bath County,1/1/2015,0.101,33752,0.318,5.1,12111.0
KY,Bell County,1/1/2014,0.133,25771,0.321,6.1,13418.0
KY,Bell County,1/1/2015,0.149,25761,0.327,6.1,13305.0
KY,Boone County,1/1/2014,0.071,66085,0.298,3.3,6413.0
KY,Boone County,1/1/2015,0.068,65274,0.302,3.3,5886.0
KY,Boyd County,1/1/2014,0.076,40155,0.339,5.1,10006.0
KY,Boyd County,1/1/2015,0.077,41443,0.354,5.1,8758.0
KY,Boyle County,1/1/2014,0.096,42058,0.306,5.4,7542.0
KY,Boyle County,1/1/2015,0.096,43585,0.296,5.4,8518.0
KY,Bracken County,1/1/2014,0.086,41217,0.336,3.8,9454.0
KY,Bracken County,1/1/2015,0.092,43222,0.303,3.8,9030.0
KY,Breathitt County,1/1/2014,0.119,25831,0.4,5.2,16736.0
KY,Breathitt County,1/1/2015,0.123,26869,0.411,5.2,15781.0
KY,Breckinridge County,1/1/2014,0.083,40530,0.338,5.2,9688.0
KY,Breckinridge County,1/1/2015,0.079,40107,0.366,5.2,9187.0
KY,Bullitt County,1/1/2014,0.085,56377,0.342,4.9,6615.0
KY,Bullitt County,1/1/2015,0.078,57462,0.315,4.9,7008.0
KY,Butler County,1/1/2014,0.085,37603,0.348,4.2,10737.0
KY,Butler County,1/1/2015,0.088,36670,0.331,4.2,10122.0
KY,Caldwell County,1/1/2014,0.071,36613,0.326,4.5,11049.0
KY,Caldwell County,1/1/2015,0.07,37317,0.294,4.5,10085.0
KY,Calloway County,1/1/2014,0.072,37478,0.286,3.1,7277.0
KY,Calloway County,1/1/2015,0.08,37977,0.279,3.1,8388.0
KY,Campbell County,1/1/2014,0.076,54627,0.305,4.9,7306.0
KY,Campbell County,1/1/2015,0.072,53321,0.328,4.9,7723.0
KY,Carroll County,1/1/2014,0.096,40473,0.336,6.9,10121.0
KY,Carroll County,1/1/2015,0.087,41792,0.332,6.9,12016.0
KY,Carter County,1/1/2014,0.111,35721,0.32,5.2,10825.0
KY,Carter County,1/1/2015,0.115,34767,0.34,5.2,9937.0
KY,Casey County,1/1/2014,0.079,28734,0.354,5.1,10495.0
KY,Casey County,1/1/2015,0.085,29303,0.355,5.1,9989.0
KY,Christian County,1/1/2014,0.101,37539,0.32,3.7,9335.0
KY,Christian County,1/1/2015,0.109,41333,0.337,3.7,9407.0
KY,Clark County,1/1/2014,0.08,45116,0.317,4.8,9510.0
KY,Clark County,1/1/2015,0.078,45516,0.306,4.8,9419.0
